tt,te,tw,trace_id,timestamp,1,2,3,4,5,6,tt__1,te__1,tw__1,1__1,2__1,3__1,4__1,5__1,6__1,labels,te_true
855386.0,659247.0,333322.0,197075,2012-01-12 20:35:22,0,0,0,0,0,1,196139.0,196139.0,278875.0,0,0,0,0,1,0,3,5750.0
861136.0,5750.0,339072.0,197075,2012-01-12 22:11:12,0,0,0,1,0,0,855386.0,659247.0,333322.0,0,0,0,0,0,1,5,83504.0
944640.0,83504.0,422576.0,197075,2012-01-13 21:22:56,0,0,0,0,0,1,861136.0,5750.0,339072.0,0,0,0,1,0,0,3,10157.0
954797.0,10157.0,432733.0,197075,2012-01-14 00:12:13,0,0,0,1,0,0,944640.0,83504.0,422576.0,0,0,0,0,0,1,5,238079.0
1192876.0,238079.0,66012.0,197075,2012-01-16 18:20:12,0,0,0,0,0,1,954797.0,10157.0,432733.0,0,0,0,1,0,0,5,19095.0
15679.0,15679.0,101099.0,197084,2012-01-03 04:04:59,0,0,1,0,0,0,0.0,0.0,85420.0,1,0,0,0,0,0,4,2833.0
18512.0,2833.0,103932.0,197084,2012-01-03 04:52:12,0,0,0,0,1,0,15679.0,15679.0,101099.0,0,0,1,0,0,0,5,936776.0
955288.0,936776.0,435908.0,197084,2012-01-14 01:05:08,0,0,0,0,0,1,18512.0,2833.0,103932.0,0,0,0,0,1,0,3,533.0
955821.0,533.0,436441.0,197084,2012-01-14 01:14:01,0,0,0,1,0,0,955288.0,936776.0,435908.0,0,0,0,0,0,1,5,845724.0
594654.0,594654.0,73529.0,197090,2012-01-09 20:25:29,0,0,0,0,1,0,0.0,0.0,83675.0,0,0,1,0,0,0,5,274224.0
48.0,48.0,86674.0,197093,2012-01-03 00:04:34,0,0,0,0,1,0,0.0,0.0,86626.0,0,0,1,0,0,0,4,4731061.0
8252.0,8252.0,93922.0,197099,2012-01-03 02:05:22,0,0,1,0,0,0,0.0,0.0,85670.0,1,0,0,0,0,0,4,577400.0
585652.0,577400.0,66522.0,197099,2012-01-09 18:28:42,0,0,0,0,1,0,8252.0,8252.0,93922.0,0,0,1,0,0,0,5,343811.0
929463.0,343811.0,410333.0,197099,2012-01-13 17:58:53,0,0,0,0,0,1,585652.0,577400.0,66522.0,0,0,0,0,1,0,3,2466.0
931929.0,2466.0,412799.0,197099,2012-01-13 18:39:59,0,0,0,1,0,0,929463.0,343811.0,410333.0,0,0,0,0,0,1,3,5473.0
670922.0,670922.0,156250.0,197105,2012-01-10 19:24:10,0,0,0,0,1,0,0.0,0.0,90128.0,0,0,1,0,0,0,5,285595.0
312.0,312.0,79220.0,197108,2012-01-02 22:00:20,0,0,1,0,0,0,0.0,0.0,78908.0,1,0,0,0,0,0,4,856787.0
857099.0,856787.0,331207.0,197108,2012-01-12 20:00:07,0,0,0,0,1,0,312.0,312.0,79220.0,0,0,1,0,0,0,4,1218453.0
14706.0,14706.0,98165.0,197123,2012-01-03 03:16:05,0,0,0,0,1,0,0.0,0.0,83459.0,0,0,1,0,0,0,5,610070.0
12262.0,12262.0,98256.0,197132,2012-01-03 03:17:36,0,0,1,0,0,0,0.0,0.0,85994.0,1,0,0,0,0,0,2,1627572.0
585992.0,585992.0,73982.0,197135,2012-01-09 20:33:02,0,0,0,0,1,0,0.0,0.0,92790.0,0,0,1,0,0,0,5,259741.0
7038.0,7038.0,93223.0,197144,2012-01-03 01:53:43,0,0,1,0,0,0,0.0,0.0,86185.0,1,0,0,0,0,0,4,6955.0
13993.0,6955.0,100178.0,197144,2012-01-03 03:49:38,0,0,0,0,1,0,7038.0,7038.0,93223.0,0,0,1,0,0,0,5,1886303.0
1900296.0,1886303.0,172081.0,197144,2012-01-24 23:48:01,0,0,0,0,0,1,13993.0,6955.0,100178.0,0,0,0,0,1,0,3,164018.0
2064314.0,164018.0,336099.0,197144,2012-01-26 21:21:39,0,0,0,1,0,0,1900296.0,1886303.0,172081.0,0,0,0,0,0,1,5,343902.0
15064.0,15064.0,101321.0,197147,2012-01-03 04:08:41,0,0,1,0,0,0,0.0,0.0,86257.0,1,0,0,0,0,0,2,53903.0
187.0,187.0,84627.0,197156,2012-01-02 23:30:27,0,0,0,0,1,0,0.0,0.0,84440.0,0,0,1,0,0,0,5,1300509.0
1300696.0,1300509.0,175536.0,197156,2012-01-18 00:45:36,0,0,0,0,0,1,187.0,187.0,84627.0,0,0,0,0,1,0,3,3917.0
1304613.0,3917.0,179453.0,197156,2012-01-18 01:50:53,0,0,0,1,0,0,1300696.0,1300509.0,175536.0,0,0,0,0,0,1,5,249235.0
1553848.0,249235.0,428688.0,197156,2012-01-20 23:04:48,0,0,0,0,0,1,1304613.0,3917.0,179453.0,0,0,0,1,0,0,5,4926.0
1278648.0,1278648.0,162102.0,197162,2012-01-17 21:01:42,0,0,0,0,1,0,0.0,0.0,93054.0,0,0,1,0,0,0,4,4050811.0
1185405.0,1185405.0,74862.0,197168,2012-01-16 20:47:42,0,0,0,0,1,0,0.0,0.0,99057.0,0,0,1,0,0,0,4,3878883.0
955482.0,955482.0,450129.0,197180,2012-01-14 05:02:09,0,0,0,0,1,0,0.0,0.0,99447.0,0,0,1,0,0,0,5,1618965.0
2574447.0,1618965.0,254694.0,197180,2012-02-01 22:44:54,0,0,0,0,0,1,955482.0,955482.0,450129.0,0,0,0,0,1,0,3,421754.0
2996201.0,421754.0,71648.0,197180,2012-02-06 19:54:08,0,0,0,1,0,0,2574447.0,1618965.0,254694.0,0,0,0,0,0,1,5,9178.0
175626.0,175626.0,341057.0,197183,2012-01-05 22:44:17,1,0,0,0,0,0,0.0,0.0,165431.0,0,1,0,0,0,0,1,74182.0
249808.0,74182.0,415239.0,197183,2012-01-06 19:20:39,0,1,0,0,0,0,175626.0,175626.0,341057.0,1,0,0,0,0,0,0,3578.0
253386.0,3578.0,418817.0,197183,2012-01-06 20:20:17,1,0,0,0,0,0,249808.0,74182.0,415239.0,0,1,0,0,0,0,2,29509.0
282895.0,29509.0,448326.0,197183,2012-01-07 04:32:06,0,0,1,0,0,0,253386.0,3578.0,418817.0,1,0,0,0,0,0,2,2295786.0
14941.0,14941.0,101907.0,197189,2012-01-03 04:18:27,0,0,1,0,0,0,0.0,0.0,86966.0,1,0,0,0,0,0,4,94.0
15035.0,94.0,102001.0,197189,2012-01-03 04:20:01,0,0,0,0,1,0,14941.0,14941.0,101907.0,0,0,1,0,0,0,4,160579.0
11485.0,11485.0,99594.0,197207,2012-01-03 03:39:54,0,0,1,0,0,0,0.0,0.0,88109.0,1,0,0,0,0,0,2,2644523.0
16280.0,16280.0,104625.0,197210,2012-01-03 05:03:45,0,0,1,0,0,0,0.0,0.0,88345.0,1,0,0,0,0,0,2,2639495.0
175128.0,175128.0,341100.0,197216,2012-01-05 22:45:00,1,0,0,0,0,0,0.0,0.0,165972.0,0,1,0,0,0,0,1,74149.0
249277.0,74149.0,415249.0,197216,2012-01-06 19:20:49,0,1,0,0,0,0,175128.0,175128.0,341100.0,1,0,0,0,0,0,0,4126.0
57.0,57.0,90066.0,197225,2012-01-03 01:01:06,0,0,0,0,1,0,0.0,0.0,90009.0,0,0,1,0,0,0,4,1192729.0
712.0,712.0,91458.0,197234,2012-01-03 01:24:18,0,0,1,0,0,0,0.0,0.0,90746.0,1,0,0,0,0,0,4,14.0
726.0,14.0,91472.0,197234,2012-01-03 01:24:32,0,0,0,0,1,0,712.0,712.0,91458.0,0,0,1,0,0,0,4,2652666.0
7873.0,7873.0,99629.0,197240,2012-01-03 03:40:29,0,0,1,0,0,0,0.0,0.0,91756.0,1,0,0,0,0,0,4,49.0
7922.0,49.0,99678.0,197240,2012-01-03 03:41:18,0,0,0,0,1,0,7873.0,7873.0,99629.0,0,0,1,0,0,0,4,2990044.0
845961.0,845961.0,333804.0,197246,2012-01-12 20:43:24,0,0,0,0,1,0,0.0,0.0,92643.0,0,0,1,0,0,0,5,432944.0
1835.0,1835.0,94147.0,197249,2012-01-03 02:09:07,0,0,1,0,0,0,0.0,0.0,92312.0,1,0,0,0,0,0,4,34.0
1869.0,34.0,94181.0,197249,2012-01-03 02:09:41,0,0,0,0,1,0,1835.0,1835.0,94147.0,0,0,1,0,0,0,4,1188565.0
6123.0,6123.0,98753.0,197252,2012-01-03 03:25:53,0,0,1,0,0,0,0.0,0.0,92630.0,1,0,0,0,0,0,4,66.0
6189.0,66.0,98819.0,197252,2012-01-03 03:26:59,0,0,0,0,1,0,6123.0,6123.0,98753.0,0,0,1,0,0,0,5,1267053.0
111.0,111.0,107203.0,197285,2012-01-03 05:46:43,0,0,0,0,1,0,0.0,0.0,107092.0,0,0,1,0,0,0,5,1380322.0
1380433.0,1380322.0,277925.0,197285,2012-01-19 05:12:05,0,0,0,0,0,1,111.0,111.0,107203.0,0,0,0,0,1,0,3,79683.0
1460116.0,79683.0,357608.0,197285,2012-01-20 03:20:08,0,0,0,1,0,0,1380433.0,1380322.0,277925.0,0,0,0,0,0,1,5,404142.0
1864258.0,404142.0,156950.0,197285,2012-01-24 19:35:50,0,0,0,0,0,1,1460116.0,79683.0,357608.0,0,0,0,1,0,0,5,18961.0
79115.0,79115.0,185344.0,197291,2012-01-04 03:29:04,0,0,0,0,1,0,0.0,0.0,106229.0,0,0,1,0,0,0,4,2146333.0
53440.0,53440.0,155781.0,197300,2012-01-03 19:16:21,0,0,1,0,0,0,0.0,0.0,102341.0,1,0,0,0,0,0,4,108.0
53548.0,108.0,155889.0,197300,2012-01-03 19:18:09,0,0,0,0,1,0,53440.0,53440.0,155781.0,0,0,1,0,0,0,4,1127421.0
575598.0,575598.0,73019.0,197309,2012-01-09 20:16:59,0,0,0,0,1,0,0.0,0.0,102221.0,0,0,1,0,0,0,5,81689.0
657287.0,81689.0,154708.0,197309,2012-01-10 18:58:28,0,0,0,0,0,1,575598.0,575598.0,73019.0,0,0,0,0,1,0,3,264477.0
921764.0,264477.0,419185.0,197309,2012-01-13 20:26:25,0,0,0,1,0,0,657287.0,81689.0,154708.0,0,0,0,0,0,1,5,253292.0
12291.0,12291.0,175057.0,197327,2012-01-04 00:37:37,0,0,0,0,1,0,0.0,0.0,162766.0,0,0,1,0,0,0,4,175697.0
