trace_id,activity,timestamp
173871,6,2011-10-14 17:56:18
173871,6,2011-10-14 18:05:57
173880,1,2011-10-03 17:31:47
173880,3,2011-10-03 20:54:18
173880,5,2011-10-03 22:02:13
173880,6,2011-10-28 20:02:13
173880,4,2011-10-28 23:50:05
173880,6,2011-11-04 22:09:47
173898,1,2011-10-03 17:37:07
173898,3,2011-10-03 21:58:22
173898,5,2011-10-11 02:44:19
173898,5,2011-10-14 04:00:48
173901,1,2011-10-03 17:33:46
173904,1,2011-10-03 17:35:23
173913,3,2011-10-03 18:43:52
173913,5,2011-10-03 18:52:28
173913,6,2011-10-12 23:54:05
173913,6,2011-10-13 00:01:06
173928,3,2011-10-03 18:29:11
173928,5,2011-10-03 23:30:11
173928,6,2011-10-31 22:19:02
173928,4,2011-11-01 02:17:03
173928,6,2011-11-09 21:18:51
173928,4,2011-11-09 22:22:22
173928,6,2011-11-29 18:27:33
173940,3,2011-10-03 18:44:53
173940,5,2011-10-10 21:48:25
173940,6,2011-10-12 20:18:36
173940,4,2011-10-12 20:36:15
173940,6,2011-10-13 22:11:33
173940,4,2011-10-13 22:23:57
173940,6,2011-10-14 16:30:29
173943,1,2011-10-03 17:23:43
173943,3,2011-10-03 19:35:58
173943,5,2011-10-11 03:59:57
173943,5,2011-11-03 18:15:32
173946,3,2011-10-03 18:53:08
173946,5,2011-10-03 18:54:08
173946,5,2011-11-03 18:15:22
173949,1,2011-10-03 17:21:51
173949,3,2011-10-03 20:06:55
173949,5,2011-10-06 01:13:11
173949,6,2011-10-31 23:34:00
173958,3,2011-10-03 18:49:53
173958,3,2011-11-02 18:15:12
173961,1,2011-10-03 17:23:39
173964,1,2011-10-03 17:19:24
173964,3,2011-10-03 19:33:34
173979,3,2011-10-03 19:00:25
173979,5,2011-10-10 18:41:35
173979,6,2011-10-11 22:01:53
173982,3,2011-10-03 20:32:27
173982,5,2011-10-11 01:27:04
173985,1,2011-10-03 17:46:40
173985,3,2011-10-03 17:54:39
173985,5,2011-10-10 20:52:19
173985,6,2011-10-13 01:38:24
173985,6,2011-10-13 18:26:10
173997,3,2011-10-03 22:07:57
173997,5,2011-10-12 02:15:36
173997,5,2011-10-19 18:30:58
174006,1,2011-10-03 20:10:48
174009,3,2011-10-03 19:02:32
174009,5,2011-10-06 04:54:18
174009,6,2011-10-13 17:35:30
174012,3,2011-10-03 22:11:53
174012,5,2011-10-03 22:31:12
174012,5,2011-10-19 01:35:56
174021,1,2011-10-03 20:14:47
174027,1,2011-10-03 20:18:16
174030,3,2011-10-03 22:15:20
174030,5,2011-10-14 17:33:48
174030,5,2011-11-05 02:47:06
174036,3,2011-10-04 00:45:50
174036,5,2011-10-11 02:42:04
174036,6,2011-10-17 18:31:24
174036,4,2011-10-17 19:25:58
174036,4,2011-10-18 19:06:58
174042,3,2011-10-03 20:27:17
174042,5,2011-10-03 20:37:58
174042,6,2011-10-10 17:31:57
174042,4,2011-10-10 17:43:17
174042,6,2011-10-10 21:22:16
174042,6,2011-10-12 00:43:18
174045,3,2011-10-03 20:19:32
174045,5,2011-10-03 20:24:40
174045,6,2011-10-03 20:25:01
174045,4,2011-10-03 23:07:37
174045,6,2011-10-18 18:10:42
174048,3,2011-10-03 20:27:54
174051,1,2011-10-03 21:13:35
174051,1,2011-10-03 21:29:33
174060,3,2011-10-03 22:28:07
174060,5,2011-10-03 22:30:21
174060,6,2011-12-05 23:30:18
174060,4,2011-12-06 21:48:58
174060,6,2011-12-09 17:53:21
174060,6,2011-12-13 18:44:26
174069,1,2011-10-03 21:26:37
174069,3,2011-10-03 23:38:54
174069,5,2011-10-04 01:26:18
174069,6,2011-10-13 19:01:05
174069,4,2011-10-13 19:11:50
174069,6,2011-10-14 00:28:42
174072,1,2011-10-03 21:37:16
174075,1,2011-10-03 21:31:16
174078,3,2011-10-03 23:14:50
174078,5,2011-10-04 00:13:02
174078,6,2011-10-18 04:11:25
174087,3,2011-10-03 21:53:32
174087,5,2011-10-03 21:56:48
174087,6,2011-10-11 19:49:21
174090,3,2011-10-03 23:41:20
174090,3,2011-11-03 18:15:06
174093,3,2011-10-03 23:57:37
174093,5,2011-10-03 23:59:15
174093,5,2011-11-03 18:15:29
174096,3,2011-10-03 23:46:51
174096,5,2011-10-04 00:28:05
174096,6,2011-10-14 23:06:18
174096,4,2011-10-15 03:36:25
174096,6,2011-10-21 18:32:17
174096,6,2011-10-21 18:36:36
174102,3,2011-10-04 00:15:49
174102,3,2011-10-04 00:16:41
174105,3,2011-10-03 22:38:17
174105,5,2011-10-03 22:39:20
174105,6,2011-10-03 22:46:56
174117,1,2011-10-03 23:18:44
174123,1,2011-10-04 00:20:21
174129,1,2011-10-04 00:46:14
174132,3,2011-10-04 00:47:59
174132,5,2011-10-11 02:45:45
174132,6,2011-10-13 23:53:36
174132,4,2011-10-14 00:15:05
174132,6,2011-10-26 20:04:45
174132,4,2011-10-27 01:21:25
174132,6,2011-10-31 22:55:00
174132,4,2011-11-01 04:20:42
174132,6,2011-11-07 23:12:16
174132,6,2011-11-07 23:21:56
174138,1,2011-10-04 00:47:54
174138,3,2011-10-04 02:08:10
174138,3,2011-10-04 17:58:05
174141,3,2011-10-04 01:04:42
174141,5,2011-10-06 18:30:28
174141,6,2011-10-15 01:08:32
174144,3,2011-10-04 03:03:32
174144,5,2011-10-11 18:09:38
174144,6,2011-10-15 02:40:21
174147,3,2011-10-04 03:05:26
174147,3,2011-11-03 18:15:08
174150,1,2011-10-04 02:00:24
174150,3,2011-10-04 03:12:19
174150,3,2011-11-03 18:15:11
174153,3,2011-10-04 03:07:08
174153,5,2011-10-05 01:51:28
174153,6,2011-10-17 22:23:02
174159,3,2011-10-04 03:09:32
174159,5,2011-10-05 18:45:36
174159,5,2011-11-04 18:06:42
174162,1,2011-10-04 02:19:01
174168,1,2011-10-04 02:24:08
174168,3,2011-10-04 03:29:22
174168,5,2011-10-04 03:40:26
174168,6,2011-10-13 17:14:26
174168,4,2011-10-13 18:18:17
174168,6,2011-10-13 20:12:52
174168,4,2011-10-14 01:46:25
174168,4,2011-10-14 02:21:11
174177,3,2011-10-04 04:01:59
174177,3,2011-11-03 18:15:13
174180,3,2011-10-04 04:27:27
174180,5,2011-10-04 04:31:58
174180,5,2011-10-14 18:03:46
174186,1,2011-10-04 03:41:01
174186,3,2011-10-04 04:46:27
174201,1,2011-10-04 03:44:26
174201,3,2011-10-04 20:02:47
174201,3,2011-10-05 00:59:32
174207,1,2011-10-04 03:57:36
174207,3,2011-10-04 18:00:30
174207,3,2011-10-05 02:20:33
174213,1,2011-10-04 04:17:57
174213,3,2011-10-04 18:08:55
174213,3,2011-10-06 02:41:01
174231,3,2011-10-04 20:01:12
174231,5,2011-10-12 04:44:01
174234,1,2011-10-04 04:26:39
174237,1,2011-10-04 04:35:06
174237,3,2011-10-04 17:42:30
174237,5,2011-10-12 02:04:34
174237,6,2011-11-02 22:50:38
174237,4,2011-11-03 00:26:04
174237,4,2011-11-04 00:01:24
174249,3,2011-10-04 17:30:47
174249,3,2011-10-14 04:45:51
174252,3,2011-10-04 18:23:13
174252,5,2011-10-06 20:59:23
174252,6,2011-10-18 00:13:41
174252,4,2011-10-18 00:57:18
174252,6,2011-10-19 00:05:54
174255,3,2011-10-04 18:27:02
174255,5,2011-10-10 20:00:54
174255,6,2011-10-13 21:01:39
174255,6,2011-10-13 22:02:25
174258,1,2011-10-04 17:02:31
174258,3,2011-10-04 20:53:00
174264,1,2011-10-04 17:08:38
174264,3,2011-10-04 21:15:13
174264,5,2011-10-04 21:45:23
174264,6,2011-11-09 00:50:53
174264,4,2011-11-09 02:57:09
174264,6,2011-11-10 20:04:27
174270,3,2011-10-04 19:26:22
174270,5,2011-10-17 14:15:03
174270,5,2011-10-25 23:00:50
174273,1,2011-10-04 17:08:28
174279,3,2011-10-04 18:52:17
174279,5,2011-10-12 02:10:47
174285,3,2011-10-04 18:44:44
174285,5,2011-10-10 21:45:10
174285,6,2011-10-13 18:20:54
174285,4,2011-10-13 19:53:09
174285,6,2011-10-13 20:51:18
174288,3,2011-10-04 19:24:12
174291,1,2011-10-04 17:09:32
174291,3,2011-10-04 19:14:19
174291,5,2011-10-12 04:53:31
174291,5,2011-10-20 03:32:45
174300,1,2011-10-04 17:07:38
174303,1,2011-10-04 17:07:17
174303,3,2011-10-04 20:43:04
174303,3,2011-10-04 21:38:15
174319,3,2011-10-04 20:18:44
174319,5,2011-10-06 02:28:16
174319,6,2011-10-13 21:31:50
174319,4,2011-10-14 02:46:47
174319,6,2011-10-14 17:42:37
174325,3,2011-10-04 20:29:46
174325,5,2011-10-06 23:21:40
174325,6,2011-10-10 23:15:42
174325,4,2011-10-11 00:14:43
174325,6,2011-10-11 17:59:02
174325,6,2011-10-11 18:13:42
174331,1,2011-10-04 17:18:29
174331,3,2011-10-04 17:26:35
174334,3,2011-10-04 17:34:29
174334,5,2011-10-04 17:41:08
174334,6,2011-10-10 22:40:13
174334,6,2011-10-10 23:03:14
174337,1,2011-10-04 18:08:01
174337,3,2011-10-04 18:15:13
174337,5,2011-10-04 18:56:52
174337,6,2011-10-05 17:24:35
174337,4,2011-10-05 21:20:48
174337,6,2011-10-06 21:39:22
174337,4,2011-10-06 23:44:38
174337,6,2011-10-07 18:24:57
174337,4,2011-10-07 22:24:44
174343,3,2011-10-04 18:25:16
174343,5,2011-10-10 20:57:50
174343,6,2011-10-13 17:02:11
174343,4,2011-10-13 17:55:34
174343,6,2011-10-21 18:37:12
174346,1,2011-10-04 18:46:18
174349,3,2011-10-04 19:38:28
174349,5,2011-10-04 19:39:48
174349,5,2011-10-24 22:58:02
174352,1,2011-10-04 19:38:51
174361,1,2011-10-04 19:55:33
174361,3,2011-10-04 20:02:31
174361,3,2011-10-05 04:36:57
174376,1,2011-10-04 21:44:41
174376,1,2011-10-04 23:24:03
174379,3,2011-10-04 22:47:17
174379,5,2011-10-12 04:35:45
174379,5,2011-10-15 20:36:25
174382,3,2011-10-04 21:36:34
174382,5,2011-10-04 21:37:57
174382,6,2011-10-11 22:10:39
174382,4,2011-10-11 23:53:48
174382,6,2011-10-12 18:08:21
174382,4,2011-10-12 18:09:07
174382,4,2011-10-12 18:10:12
174385,3,2011-10-04 22:19:41
174385,5,2011-10-10 18:43:37
174385,6,2011-10-12 16:59:10
174385,6,2011-10-12 17:12:20
174388,3,2011-10-04 22:11:37
174388,5,2011-10-04 23:02:34
174388,6,2011-10-11 23:18:00
174388,6,2011-10-11 23:58:01
174397,3,2011-10-04 22:47:03
174397,5,2011-10-05 01:28:09
174397,6,2011-10-13 23:26:47
174397,4,2011-10-14 04:35:05
174397,6,2011-10-14 17:58:07
174397,4,2011-10-14 17:58:25
174397,6,2011-10-20 17:03:58
174397,6,2011-10-21 17:21:02
174400,1,2011-10-04 22:03:27
174400,3,2011-10-04 22:31:15
174403,1,2011-10-04 22:01:34
174403,3,2011-10-04 22:30:44
174403,5,2011-10-12 04:27:29
174403,6,2011-10-21 23:39:34
174403,6,2011-10-26 23:01:31
174409,3,2011-10-04 22:51:33
174409,5,2011-10-05 03:30:40
174409,6,2011-10-13 22:44:15
174409,4,2011-10-14 03:48:01
174409,6,2011-10-14 17:22:29
174415,3,2011-10-04 22:50:47
174415,5,2011-10-12 04:12:10
174415,6,2011-10-19 19:07:00
174418,1,2011-10-04 22:35:32
174418,3,2011-10-04 22:50:43
174418,5,2011-10-14 04:41:47
174418,6,2011-10-27 17:58:10
174418,4,2011-10-27 18:27:20
174418,6,2011-10-27 19:23:37
174421,3,2011-10-04 23:03:06
174421,3,2011-10-04 23:22:42
174424,1,2011-10-04 22:38:48
174424,3,2011-10-04 22:50:28
174424,5,2011-10-06 03:01:10
174424,6,2011-10-15 03:33:02
174424,4,2011-10-15 04:28:23
174424,6,2011-10-17 19:27:15
174433,3,2011-10-04 23:04:27
174433,3,2011-10-05 00:25:28
174436,1,2011-10-04 23:25:47
174436,3,2011-10-04 23:48:32
174436,5,2011-10-05 00:05:17
174436,6,2011-10-27 21:28:21
174436,4,2011-10-28 04:41:27
174436,4,2011-10-29 04:14:27
174442,1,2011-10-05 00:02:25
174442,1,2011-10-05 00:04:18
174448,3,2011-10-05 00:18:14
174448,5,2011-10-10 18:38:40
174448,6,2011-10-11 22:23:41
174448,4,2011-10-12 17:13:34
174448,6,2011-10-12 20:06:01
174457,3,2011-10-05 01:17:59
174457,3,2011-11-04 18:15:07
174463,3,2011-10-05 01:23:31
174463,5,2011-10-05 01:34:58
174463,6,2011-10-15 00:52:19
174463,4,2011-10-15 04:11:48
174463,6,2011-10-17 19:52:09
174463,4,2011-10-17 20:03:35
174463,6,2011-10-18 17:13:44
174469,1,2011-10-05 01:57:45
174469,3,2011-10-05 03:02:46
174469,5,2011-10-11 19:28:13
174469,6,2011-10-14 22:32:56
174472,1,2011-10-05 02:05:53
174475,3,2011-10-05 01:41:57
174475,3,2011-10-05 17:46:30
174481,1,2011-10-05 03:20:33
174481,3,2011-10-05 03:30:57
174481,3,2011-10-12 22:23:47
174484,1,2011-10-05 03:31:26
174484,3,2011-10-05 03:36:37
174484,3,2011-10-05 19:00:01
174487,3,2011-10-05 03:12:26
174487,5,2011-10-10 18:17:11
174487,6,2011-10-11 20:12:23
174490,1,2011-10-05 03:35:06
174490,3,2011-10-05 03:35:53
174490,3,2011-10-06 02:44:09
174496,3,2011-10-05 03:46:16
174499,1,2011-10-05 04:09:11
174508,3,2011-10-05 04:43:35
174508,5,2011-10-12 04:51:46
174508,6,2011-10-21 21:46:55
174511,3,2011-10-05 04:54:35
174511,5,2011-10-05 04:54:47
174511,6,2011-11-25 23:09:19
174511,6,2011-11-25 23:38:13
174517,3,2011-10-05 17:07:55
174517,5,2011-10-19 19:27:13
174517,5,2011-11-12 18:15:26
174529,3,2011-10-05 17:12:45
174529,5,2011-10-12 20:46:46
174529,6,2011-10-24 20:44:06
174529,6,2011-10-24 21:15:52
174538,3,2011-10-05 17:35:51
174538,5,2011-10-05 17:38:02
174538,6,2011-10-17 23:45:20
174538,6,2011-10-18 00:31:34
174547,1,2011-10-05 17:33:00
174547,3,2011-10-05 18:41:36
174547,5,2011-10-06 03:54:35
174547,5,2011-11-05 18:15:53
174559,1,2011-10-05 17:20:02
174559,3,2011-10-05 17:34:34
174559,5,2011-10-05 17:36:37
174559,6,2011-10-21 22:20:58
174559,4,2011-10-21 22:26:48
174559,6,2011-10-25 16:41:13
174559,6,2011-10-25 17:08:40
174562,1,2011-10-05 17:17:56
174562,3,2011-10-05 18:26:20
174562,5,2011-10-10 21:38:24
174562,6,2011-10-12 18:45:05
174562,6,2011-10-12 19:17:24
174565,1,2011-10-05 17:19:15
174565,3,2011-10-05 19:00:24
174565,5,2011-10-05 19:01:41
174565,5,2011-10-14 00:41:05
174568,1,2011-10-05 17:21:50
174568,3,2011-10-05 18:07:24
174568,5,2011-10-12 18:17:51
174568,5,2011-10-26 04:15:31
174571,3,2011-10-05 17:18:11
174571,5,2011-10-05 17:19:28
174571,5,2011-10-12 17:30:45
174577,3,2011-10-05 17:11:30
174577,5,2011-10-06 03:54:35
174577,6,2011-10-19 00:48:02
174577,4,2011-10-19 03:26:22
174577,6,2011-10-24 22:08:40
174577,4,2011-10-25 00:36:03
174577,6,2011-11-03 00:42:14
174602,1,2011-10-05 17:29:26
174602,3,2011-10-05 17:30:57
174602,5,2011-10-05 17:31:49
174602,6,2011-10-05 18:36:36
174608,3,2011-10-05 18:01:37
174611,1,2011-10-05 17:39:20
174611,3,2011-10-05 17:47:52
174614,3,2011-10-05 19:02:57
174614,5,2011-10-12 19:43:11
174614,5,2011-11-05 18:15:56
174620,3,2011-10-05 18:04:59
174620,5,2011-10-12 19:05:55
174620,6,2011-10-21 18:56:01
174623,1,2011-10-05 18:12:37
174626,1,2011-10-05 19:59:34
174626,1,2011-10-05 20:07:00
174629,3,2011-10-05 18:10:51
174629,5,2011-10-12 18:01:44
174629,6,2011-10-25 20:25:47
174629,6,2011-10-26 22:53:44
174644,3,2011-10-05 19:02:00
174644,5,2011-10-12 04:56:22
174644,5,2011-11-30 04:10:23
174650,3,2011-10-05 19:21:36
174650,5,2011-10-07 04:27:40
174650,6,2011-10-21 22:45:45
174650,4,2011-10-21 23:14:34
174653,3,2011-10-05 19:22:45
174653,5,2011-10-12 18:51:00
174653,6,2011-10-25 21:17:14
174653,6,2011-11-04 17:50:47
174656,3,2011-10-05 20:03:59
174656,5,2011-10-07 20:51:44
174656,6,2011-10-13 19:43:11
174656,4,2011-10-13 20:29:31
174656,6,2011-10-14 17:25:34
174656,6,2011-10-14 17:33:32
174659,1,2011-10-05 19:31:36
174659,3,2011-10-05 19:53:34
174659,5,2011-10-11 20:42:27
174659,6,2011-10-31 19:11:43
174659,4,2011-10-31 23:58:42
174659,6,2011-11-02 19:37:01
174659,6,2011-11-02 21:44:25
174668,1,2011-10-05 22:28:11
174668,1,2011-10-05 22:30:37
174671,3,2011-10-05 21:02:40
174671,5,2011-10-06 03:53:23
174671,5,2011-11-05 18:16:01
174686,3,2011-10-05 21:25:48
174686,5,2011-10-05 21:37:58
174686,6,2011-10-14 00:12:50
174695,3,2011-10-05 21:32:59
174695,5,2011-10-06 02:29:04
174695,5,2011-10-12 19:00:50
174707,3,2011-10-05 22:13:15
174707,5,2011-10-06 04:15:32
174707,6,2011-10-19 23:08:39
174710,3,2011-10-05 21:26:56
174710,3,2011-11-05 18:15:38
174713,1,2011-10-05 22:14:54
174713,3,2011-10-05 22:24:04
174716,3,2011-10-05 21:52:14
174716,3,2011-10-06 01:14:11
174719,3,2011-10-05 23:43:24
174719,5,2011-10-12 04:59:20
174719,6,2011-10-17 19:29:39
174719,2,2011-10-17 19:32:06
174719,6,2011-10-17 19:52:12
174722,3,2011-10-05 22:23:53
174722,5,2011-10-05 22:25:07
174722,6,2011-11-08 21:01:49
174731,1,2011-10-05 22:28:11
174731,1,2011-10-05 22:32:10
174734,2,2011-10-06 17:13:29
174734,2,2011-10-06 23:00:47
174740,3,2011-10-05 23:38:03
174740,5,2011-10-12 18:30:48
174740,5,2011-11-05 18:16:04
174743,1,2011-10-05 22:28:11
174743,1,2011-10-05 23:01:57
174746,1,2011-10-05 22:28:11
174746,1,2011-10-05 22:32:27
174749,3,2011-10-05 22:38:31
174749,5,2011-10-05 22:39:24
174749,6,2011-11-05 00:59:07
174752,3,2011-10-05 22:48:04
174752,5,2011-10-12 18:46:46
174752,6,2011-10-20 21:49:16
174755,2,2011-10-06 17:14:44
174755,2,2011-10-06 23:02:45
174758,3,2011-10-05 22:53:44
174758,5,2011-10-05 22:55:14
174758,6,2011-10-07 20:59:03
174758,4,2011-10-07 21:13:45
174758,6,2011-10-24 22:48:45
174758,6,2011-10-24 23:13:51
174761,3,2011-10-05 22:48:25
174761,5,2011-10-05 23:06:10
174761,6,2011-10-14 22:07:36
174761,4,2011-10-14 22:10:11
174764,3,2011-10-05 23:10:30
174764,5,2011-10-10 19:50:39
174764,6,2011-10-15 04:13:50
174764,4,2011-10-15 04:15:12
174773,3,2011-10-05 23:18:51
174773,5,2011-10-05 23:28:32
174773,6,2011-10-18 03:50:06
174779,3,2011-10-05 23:28:24
174779,5,2011-10-06 00:10:19
174779,6,2011-10-13 20:30:10
174782,1,2011-10-06 00:30:39
174785,1,2011-10-06 00:31:23
174785,3,2011-10-06 00:33:33
174785,5,2011-10-06 18:49:41
174785,6,2011-10-18 17:01:55
174785,4,2011-10-18 18:31:14
174785,6,2011-10-20 19:30:22
174785,4,2011-10-20 19:57:44
174785,4,2011-10-20 21:36:34
174794,1,2011-10-06 00:32:09
174800,3,2011-10-05 23:52:20
174800,5,2011-10-06 00:23:42
174800,6,2011-10-17 18:27:58
174815,1,2011-10-06 00:33:27
174815,3,2011-10-06 01:37:18
174815,5,2011-10-06 01:38:24
174815,6,2011-10-27 19:44:35
174815,4,2011-10-27 20:26:07
174815,6,2011-10-27 20:49:48
174815,4,2011-10-27 23:32:14
174818,3,2011-10-06 01:04:12
174818,5,2011-10-06 01:04:26
174818,5,2011-11-05 18:16:07
174821,3,2011-10-06 00:11:16
174821,3,2011-10-06 01:41:54
174824,3,2011-10-06 01:47:14
174824,5,2011-10-12 19:33:21
174824,6,2011-10-28 00:08:43
174824,4,2011-10-28 04:22:21
174824,6,2011-10-29 00:38:29
174827,3,2011-10-06 00:41:57
174827,5,2011-10-12 18:37:09
174836,1,2011-10-06 00:56:01
174845,3,2011-10-06 02:00:47
174845,5,2011-10-06 05:01:21
174845,6,2011-10-20 22:17:28
174845,4,2011-10-21 00:49:20
174845,6,2011-10-21 18:05:47
174854,3,2011-10-06 02:03:00
174854,3,2011-11-05 18:15:44
174860,1,2011-10-06 02:02:27
174860,3,2011-10-06 02:08:03
174860,3,2011-10-06 03:03:07
174863,3,2011-10-06 02:40:57
174863,5,2011-10-06 02:43:11
174863,6,2011-10-21 18:15:27
174869,3,2011-10-06 02:21:19
174869,3,2011-11-05 18:15:47
174872,3,2011-10-06 02:51:45
174872,5,2011-10-06 02:52:54
174872,6,2011-10-27 18:57:29
174872,4,2011-10-27 19:33:45
174872,6,2011-11-02 19:06:54
174872,4,2011-11-02 19:34:59
174872,4,2011-11-12 01:18:16
174875,3,2011-10-06 03:04:29
174875,5,2011-10-11 17:16:41
174875,6,2011-10-14 23:33:00
174881,3,2011-10-06 03:25:35
174881,5,2011-10-06 03:26:42
174881,5,2011-11-05 18:16:10
174884,3,2011-10-06 03:37:02
174884,5,2011-10-06 03:51:32
174884,5,2011-11-05 18:16:12
174890,3,2011-10-06 03:54:35
174890,3,2011-10-06 03:58:38
174896,3,2011-10-06 03:59:02
174896,5,2011-10-11 17:47:50
174896,6,2011-10-14 18:08:48
174896,4,2011-10-14 19:14:25
174896,6,2011-10-21 19:20:45
174896,6,2011-10-21 20:02:48
174911,3,2011-10-06 17:05:12
174911,5,2011-10-06 18:16:24
174911,6,2011-10-17 20:06:44
174914,3,2011-10-06 05:01:33
174914,5,2011-10-06 05:02:31
174914,5,2011-10-15 23:10:32
174917,1,2011-10-06 05:01:54
174917,3,2011-10-06 17:09:07
174917,5,2011-10-14 04:36:53
174917,5,2011-11-06 18:16:04
174920,1,2011-10-06 04:58:48
174920,3,2011-10-06 05:02:29
174920,5,2011-10-12 17:39:45
174920,6,2011-10-31 20:29:57
174926,3,2011-10-06 17:20:46
174926,5,2011-10-06 17:22:34
174926,6,2011-10-21 21:50:03
174926,4,2011-10-22 00:54:17
174926,6,2011-10-26 00:10:54
174926,6,2011-10-26 00:13:36
174929,3,2011-10-06 17:26:06
174929,5,2011-10-06 17:29:23
174929,6,2011-10-17 21:07:58
174932,1,2011-10-06 17:56:10
174932,3,2011-10-06 18:02:36
174932,3,2011-10-07 04:32:06
174935,3,2011-10-06 17:15:07
174935,5,2011-10-10 19:28:31
