,trace_id,activity,timestamp
65,173748,1,2011-10-01 23:24:17
66,173748,3,2011-10-01 23:57:08
67,173748,5,2011-10-02 0:39:20
68,173748,5,2011-10-04 0:44:24
69,173751,3,2011-10-01 23:34:03
70,173751,5,2011-10-07 20:40:20
71,173751,6,2011-10-11 18:39:37
72,173754,3,2011-10-01 23:44:41
73,173754,2,2011-10-14 22:26:59
74,173754,2,2011-10-14 22:28:41
75,173760,3,2011-10-02 0:01:45
76,173760,5,2011-10-08 20:34:58
77,173760,6,2011-10-14 23:41:11
78,173763,1,2011-10-02 0:38:43
79,173766,3,2011-10-02 0:45:56
80,173766,3,2011-10-07 4:52:12
81,173775,3,2011-10-03 17:20:05
82,173775,3,2011-10-03 18:38:04
83,173778,1,2011-10-03 17:04:57
84,173781,3,2011-10-03 17:25:12
85,173784,3,2011-10-03 17:19:46
86,173784,5,2011-10-12 4:42:59
87,173784,6,2011-10-19 21:25:05
88,173784,4,2011-10-19 22:41:13
89,173784,6,2011-10-28 17:50:08
90,173784,4,2011-10-28 19:54:32
91,173784,6,2011-10-31 18:38:48
92,173784,4,2011-11-01 0:36:47
93,173784,6,2011-11-11 19:25:50
94,173784,6,2011-11-15 21:50:36
95,173787,3,2011-10-03 17:31:09
96,173787,5,2011-10-03 17:36:45
97,173787,5,2011-10-20 2:51:57
98,173790,3,2011-10-03 17:26:12
99,173790,5,2011-10-03 17:31:22
100,173790,6,2011-10-08 1:31:10
101,173790,6,2011-10-10 22:22:43
102,173793,3,2011-10-03 17:29:52
103,173793,5,2011-10-03 22:58:24
104,173793,6,2011-10-18 18:17:36
105,173793,4,2011-10-18 18:55:09
106,173793,6,2011-10-18 19:18:19
107,173793,6,2011-10-18 19:25:11
108,173796,3,2011-10-03 17:32:18
109,173796,5,2011-10-11 1:23:27
110,173796,5,2011-10-11 1:23:56
111,173799,3,2011-10-03 17:35:35
112,173799,3,2011-10-05 2:30:30
113,173802,1,2011-10-03 17:07:20
114,173805,3,2011-10-03 17:37:47
115,173805,5,2011-10-03 17:59:31
116,173805,5,2011-11-03 18:15:16
117,173811,1,2011-10-03 17:09:15
118,173811,3,2011-10-03 19:04:49
119,173811,5,2011-10-03 19:49:51
120,173811,5,2011-11-03 18:15:25
121,173814,1,2011-10-03 17:10:52
122,173814,3,2011-10-03 19:15:49
123,173817,3,2011-10-03 17:52:40
124,173817,5,2011-10-03 17:53:29
125,173817,6,2011-10-11 17:15:48
126,173823,3,2011-10-03 17:57:34
127,173823,5,2011-10-03 18:04:14
128,173823,6,2011-10-12 16:58:20
129,173823,6,2011-10-13 17:36:24
130,173826,1,2011-10-03 17:34:55
131,173826,3,2011-10-03 17:46:31
132,173826,3,2011-10-03 22:39:28
133,173829,1,2011-10-03 17:34:55
134,173829,3,2011-10-03 17:38:50
135,173835,3,2011-10-03 17:57:13
136,173835,5,2011-10-03 18:37:01
137,173835,5,2011-10-18 22:12:46
138,173841,3,2011-10-03 18:25:27
139,173841,3,2011-10-04 21:59:22
140,173844,3,2011-10-03 18:11:17
141,173844,5,2011-10-10 18:17:49
142,173844,6,2011-10-11 22:57:09
143,173847,3,2011-10-03 18:22:08
144,173847,5,2011-10-10 21:52:48
145,173847,6,2011-10-12 18:52:13
146,173856,1,2011-10-03 17:23:52
147,173856,1,2011-10-03 17:26:39
148,173859,1,2011-10-03 17:28:44
149,173859,3,2011-10-03 20:37:08
150,173859,5,2011-10-03 20:38:46
151,173859,5,2011-10-11 0:43:55
152,173862,1,2011-10-03 17:30:10
153,173868,3,2011-10-03 18:17:33
154,173868,5,2011-10-11 0:28:12
155,173868,6,2011-10-26 16:07:39
156,173871,3,2011-10-03 18:28:37
157,173871,5,2011-10-05 3:41:00
158,173871,6,2011-10-14 17:56:18
159,173871,6,2011-10-14 18:05:57
160,173880,1,2011-10-03 17:31:47
161,173880,3,2011-10-03 20:54:18
162,173880,5,2011-10-03 22:02:13
163,173880,6,2011-10-28 20:02:13
164,173880,4,2011-10-28 23:50:05
165,173880,6,2011-11-04 22:09:47
166,173889,1,2011-10-03 17:36:33
167,173898,1,2011-10-03 17:37:07
168,173898,3,2011-10-03 21:58:22
169,173898,5,2011-10-11 2:44:19
170,173898,5,2011-10-14 4:00:48
171,173901,1,2011-10-03 17:33:46
172,173904,1,2011-10-03 17:35:23
173,173913,3,2011-10-03 18:43:52
174,173913,5,2011-10-03 18:52:28
175,173913,6,2011-10-12 23:54:05
176,173913,6,2011-10-13 0:01:06
177,173916,2,2011-10-03 19:00:29
178,173916,2,2011-10-03 19:19:30
179,173919,1,2011-10-03 17:30:25
180,173919,3,2011-10-03 20:28:21
181,173919,3,2011-10-04 20:04:02
182,173925,1,2011-10-03 17:28:17
183,173925,3,2011-10-03 20:21:41
184,173925,3,2011-10-03 20:23:42
185,173928,3,2011-10-03 18:29:11
186,173928,5,2011-10-03 23:30:11
187,173928,6,2011-10-31 22:19:02
188,173928,4,2011-11-01 2:17:03
189,173928,6,2011-11-09 21:18:51
190,173928,4,2011-11-09 22:22:22
191,173928,6,2011-11-29 18:27:33
192,173934,1,2011-10-03 17:29:09
193,173937,3,2011-10-03 18:32:58
194,173937,3,2011-11-02 18:15:09
195,173940,3,2011-10-03 18:44:53
196,173940,5,2011-10-10 21:48:25
197,173940,6,2011-10-12 20:18:36
198,173940,4,2011-10-12 20:36:15
199,173940,6,2011-10-13 22:11:33
200,173940,4,2011-10-13 22:23:57
201,173940,6,2011-10-14 16:30:29
202,173943,1,2011-10-03 17:23:43
203,173943,3,2011-10-03 19:35:58
204,173943,5,2011-10-11 3:59:57
205,173943,5,2011-11-03 18:15:32
206,173946,3,2011-10-03 18:53:08
207,173946,5,2011-10-03 18:54:08
208,173946,5,2011-11-03 18:15:22
209,173949,1,2011-10-03 17:21:51
210,173949,3,2011-10-03 20:06:55
211,173949,5,2011-10-06 1:13:11
212,173949,6,2011-10-31 23:34:00
213,173955,3,2011-10-03 18:54:11
214,173955,5,2011-10-12 1:59:04
215,173955,6,2011-10-19 16:15:38
216,173955,4,2011-10-19 22:53:53
217,173955,4,2011-11-30 0:05:31
218,173958,3,2011-10-03 18:49:53
219,173958,3,2011-11-02 18:15:12
220,173961,1,2011-10-03 17:23:39
221,173964,1,2011-10-03 17:19:24
222,173964,3,2011-10-03 19:33:34
223,173979,3,2011-10-03 19:00:25
224,173979,5,2011-10-10 18:41:35
225,173979,6,2011-10-11 22:01:53
226,173982,3,2011-10-03 20:32:27
227,173982,5,2011-10-11 1:27:04
228,173985,1,2011-10-03 17:46:40
229,173985,3,2011-10-03 17:54:39
230,173985,5,2011-10-10 20:52:19
231,173985,6,2011-10-13 1:38:24
232,173985,6,2011-10-13 18:26:10
233,173988,1,2011-10-03 17:55:15
234,173988,3,2011-10-03 18:00:22
235,173988,5,2011-10-11 0:32:20
236,173997,3,2011-10-03 22:07:57
237,173997,5,2011-10-12 2:15:36
238,173997,5,2011-10-19 18:30:58
239,174000,1,2011-10-03 18:43:00
240,174000,3,2011-10-03 18:47:20
241,174000,5,2011-10-03 18:49:04
242,174000,5,2011-11-03 18:15:19
243,174006,1,2011-10-03 20:10:48
244,174009,3,2011-10-03 19:02:32
245,174009,5,2011-10-06 4:54:18
246,174009,6,2011-10-13 17:35:30
247,174012,3,2011-10-03 22:11:53
248,174012,5,2011-10-03 22:31:12
249,174012,5,2011-10-19 1:35:56
250,174015,1,2011-10-03 20:12:57
251,174018,3,2011-10-03 22:25:05
252,174018,5,2011-10-03 22:28:40
253,174018,5,2011-10-17 19:35:07
254,174021,1,2011-10-03 20:14:47
255,174024,1,2011-10-03 20:16:26
256,174024,3,2011-10-03 20:19:19
257,174024,3,2011-10-03 22:46:01
258,174027,1,2011-10-03 20:18:16
259,174030,3,2011-10-03 22:15:20
260,174030,5,2011-10-14 17:33:48
261,174030,5,2011-11-05 2:47:06
262,174036,3,2011-10-04 0:45:50
263,174036,5,2011-10-11 2:42:04
264,174036,6,2011-10-17 18:31:24
265,174036,4,2011-10-17 19:25:58
266,174036,4,2011-10-18 19:06:58
267,174039,3,2011-10-03 22:20:03
268,174039,5,2011-10-18 2:30:31
269,174039,6,2011-10-27 18:01:40
270,174042,3,2011-10-03 20:27:17
271,174042,5,2011-10-03 20:37:58
272,174042,6,2011-10-10 17:31:57
273,174042,4,2011-10-10 17:43:17
274,174042,6,2011-10-10 21:22:16
275,174042,6,2011-10-12 0:43:18
276,174045,3,2011-10-03 20:19:32
277,174045,5,2011-10-03 20:24:40
278,174045,6,2011-10-03 20:25:01
279,174045,4,2011-10-03 23:07:37
280,174045,6,2011-10-18 18:10:42
281,174048,3,2011-10-03 20:27:54
282,174051,1,2011-10-03 21:13:35
283,174051,1,2011-10-03 21:29:33
284,174060,3,2011-10-03 22:28:07
285,174060,5,2011-10-03 22:30:21
286,174060,6,2011-12-05 23:30:18
287,174060,4,2011-12-06 21:48:58
288,174060,6,2011-12-09 17:53:21
289,174060,6,2011-12-13 18:44:26
290,174069,1,2011-10-03 21:26:37
291,174069,3,2011-10-03 23:38:54
292,174069,5,2011-10-04 1:26:18
293,174069,6,2011-10-13 19:01:05
294,174069,4,2011-10-13 19:11:50
295,174069,6,2011-10-14 0:28:42
296,174072,1,2011-10-03 21:37:16
297,174075,1,2011-10-03 21:31:16
298,174078,3,2011-10-03 23:14:50
299,174078,5,2011-10-04 0:13:02
300,174078,6,2011-10-18 4:11:25
301,174084,3,2011-10-03 21:59:52
302,174084,5,2011-10-03 22:34:08
303,174084,6,2011-10-03 22:34:41
304,174084,4,2011-10-03 22:36:30
305,174084,4,2011-10-04 18:17:33
306,174087,3,2011-10-03 21:53:32
307,174087,5,2011-10-03 21:56:48
308,174087,6,2011-10-11 19:49:21
309,174090,3,2011-10-03 23:41:20
310,174090,3,2011-11-03 18:15:06
311,174093,3,2011-10-03 23:57:37
312,174093,5,2011-10-03 23:59:15
313,174093,5,2011-11-03 18:15:29
314,174096,3,2011-10-03 23:46:51
315,174096,5,2011-10-04 0:28:05
316,174096,6,2011-10-14 23:06:18
317,174096,4,2011-10-15 3:36:25
318,174096,6,2011-10-21 18:32:17
319,174096,6,2011-10-21 18:36:36
320,174099,3,2011-10-03 23:50:01
321,174099,5,2011-10-07 3:51:56
322,174099,6,2011-10-26 20:55:24
323,174102,3,2011-10-04 0:15:49
324,174102,3,2011-10-04 0:16:41
325,174105,3,2011-10-03 22:38:17
326,174105,5,2011-10-03 22:39:20
327,174105,6,2011-10-03 22:46:56
328,174111,1,2011-10-03 23:11:51
329,174111,3,2011-10-04 0:21:40
330,174111,3,2011-10-04 0:39:40
331,174114,1,2011-10-03 23:01:32
332,174117,1,2011-10-03 23:18:44
333,174120,1,2011-10-03 23:46:16
334,174120,3,2011-10-04 0:00:03
335,174120,3,2011-10-04 1:02:58
336,174123,1,2011-10-04 0:20:21
337,174126,1,2011-10-04 0:27:40
338,174129,1,2011-10-04 0:46:14
339,174132,3,2011-10-04 0:47:59
340,174132,5,2011-10-11 2:45:45
341,174132,6,2011-10-13 23:53:36
342,174132,4,2011-10-14 0:15:05
343,174132,6,2011-10-26 20:04:45
344,174132,4,2011-10-27 1:21:25
345,174132,6,2011-10-31 22:55:00
346,174132,4,2011-11-01 4:20:42
347,174132,6,2011-11-07 23:12:16
348,174132,6,2011-11-07 23:21:56
349,174135,1,2011-10-04 0:44:37
350,174138,1,2011-10-04 0:47:54
351,174138,3,2011-10-04 2:08:10
352,174138,3,2011-10-04 17:58:05
353,174141,3,2011-10-04 1:04:42
354,174141,5,2011-10-06 18:30:28
355,174141,6,2011-10-15 1:08:32
356,174144,3,2011-10-04 3:03:32
357,174144,5,2011-10-11 18:09:38
358,174144,6,2011-10-15 2:40:21
359,174147,3,2011-10-04 3:05:26
360,174147,3,2011-11-03 18:15:08
361,174150,1,2011-10-04 2:00:24
362,174150,3,2011-10-04 3:12:19
363,174150,3,2011-11-03 18:15:11
364,174153,3,2011-10-04 3:07:08
365,174153,5,2011-10-05 1:51:28
366,174153,6,2011-10-17 22:23:02
367,174159,3,2011-10-04 3:09:32
368,174159,5,2011-10-05 18:45:36
369,174159,5,2011-11-04 18:06:42
370,174162,1,2011-10-04 2:19:01
371,174168,1,2011-10-04 2:24:08
372,174168,3,2011-10-04 3:29:22
373,174168,5,2011-10-04 3:40:26
374,174168,6,2011-10-13 17:14:26
375,174168,4,2011-10-13 18:18:17
376,174168,6,2011-10-13 20:12:52
377,174168,4,2011-10-14 1:46:25
378,174168,4,2011-10-14 2:21:11
379,174177,3,2011-10-04 4:01:59
380,174177,3,2011-11-03 18:15:13
381,174180,3,2011-10-04 4:27:27
382,174180,5,2011-10-04 4:31:58
383,174180,5,2011-10-14 18:03:46
384,174186,1,2011-10-04 3:41:01
385,174186,3,2011-10-04 4:46:27
386,174195,1,2011-10-04 3:42:17
387,174195,3,2011-10-04 4:52:59
388,174198,1,2011-10-04 3:43:47
389,174198,3,2011-10-04 4:55:48
390,174198,3,2011-10-04 22:55:38
391,174201,1,2011-10-04 3:44:26
392,174201,3,2011-10-04 20:02:47
393,174201,3,2011-10-05 0:59:32
394,174204,1,2011-10-04 3:56:21
395,174207,1,2011-10-04 3:57:36
396,174207,3,2011-10-04 18:00:30
397,174207,3,2011-10-05 2:20:33
398,174213,1,2011-10-04 4:17:57
399,174213,3,2011-10-04 18:08:55
400,174213,3,2011-10-06 2:41:01
401,174216,3,2011-10-04 4:02:07
402,174216,5,2011-10-10 20:33:44
403,174216,6,2011-10-25 19:26:49
404,174216,4,2011-10-25 20:12:12
405,174216,6,2011-10-26 17:46:29
406,174219,1,2011-10-04 4:02:11
407,174219,3,2011-10-04 4:14:08
408,174228,1,2011-10-04 4:15:35
409,174231,3,2011-10-04 20:01:12
410,174231,5,2011-10-12 4:44:01
411,174234,1,2011-10-04 4:26:39
412,174237,1,2011-10-04 4:35:06
413,174237,3,2011-10-04 17:42:30
414,174237,5,2011-10-12 2:04:34
415,174237,6,2011-11-02 22:50:38
416,174237,4,2011-11-03 0:26:04
417,174237,4,2011-11-04 0:01:24
418,174240,1,2011-10-04 4:27:29
419,174240,3,2011-10-04 4:34:45
420,174243,1,2011-10-04 4:50:46
421,174243,3,2011-10-04 20:13:34
422,174246,1,2011-10-04 4:48:10
423,174249,3,2011-10-04 17:30:47
424,174249,3,2011-10-14 4:45:51
425,174252,3,2011-10-04 18:23:13
426,174252,5,2011-10-06 20:59:23
427,174252,6,2011-10-18 0:13:41
428,174252,4,2011-10-18 0:57:18
429,174252,6,2011-10-19 0:05:54
430,174255,3,2011-10-04 18:27:02
431,174255,5,2011-10-10 20:00:54
432,174255,6,2011-10-13 21:01:39
433,174255,6,2011-10-13 22:02:25
434,174258,1,2011-10-04 17:02:31
435,174258,3,2011-10-04 20:53:00
436,174261,1,2011-10-04 17:03:58
437,174261,3,2011-10-04 20:39:20
438,174261,5,2011-10-12 4:41:23
439,174261,6,2011-10-17 18:40:10
440,174261,4,2011-10-17 20:00:50
441,174261,6,2011-10-18 17:44:45
442,174264,1,2011-10-04 17:08:38
443,174264,3,2011-10-04 21:15:13
444,174264,5,2011-10-04 21:45:23
445,174264,6,2011-11-09 0:50:53
446,174264,4,2011-11-09 2:57:09
447,174264,6,2011-11-10 20:04:27
448,174270,3,2011-10-04 19:26:22
449,174270,5,2011-10-17 14:15:03
450,174270,5,2011-10-25 23:00:50
451,174273,1,2011-10-04 17:08:28
452,174279,3,2011-10-04 18:52:17
453,174279,5,2011-10-12 2:10:47
454,174282,1,2011-10-04 17:09:26
455,174285,3,2011-10-04 18:44:44
456,174285,5,2011-10-10 21:45:10
457,174285,6,2011-10-13 18:20:54
458,174285,4,2011-10-13 19:53:09
459,174285,6,2011-10-13 20:51:18
460,174288,3,2011-10-04 19:24:12
461,174291,1,2011-10-04 17:09:32
462,174291,3,2011-10-04 19:14:19
463,174291,5,2011-10-12 4:53:31
464,174291,5,2011-10-20 3:32:45
465,174294,1,2011-10-04 17:06:56
466,174294,3,2011-10-04 18:57:25
467,174294,5,2011-10-04 19:51:25
468,174294,5,2011-11-04 18:15:11
469,174297,1,2011-10-04 17:06:36
470,174297,3,2011-10-04 20:54:11
471,174297,3,2011-10-04 20:56:17
472,174300,1,2011-10-04 17:07:38
473,174303,1,2011-10-04 17:07:17
474,174303,3,2011-10-04 20:43:04
475,174303,3,2011-10-04 21:38:15
476,174319,3,2011-10-04 20:18:44
477,174319,5,2011-10-06 2:28:16
478,174319,6,2011-10-13 21:31:50
479,174319,4,2011-10-14 2:46:47
480,174319,6,2011-10-14 17:42:37
481,174322,3,2011-10-04 20:13:51
482,174322,5,2011-10-08 4:09:53
483,174322,5,2011-11-04 18:15:15
484,174325,3,2011-10-04 20:29:46
485,174325,5,2011-10-06 23:21:40
486,174325,6,2011-10-10 23:15:42
487,174325,4,2011-10-11 0:14:43
488,174325,6,2011-10-11 17:59:02
489,174325,6,2011-10-11 18:13:42
490,174331,1,2011-10-04 17:18:29
491,174331,3,2011-10-04 17:26:35
492,174334,3,2011-10-04 17:34:29
493,174334,5,2011-10-04 17:41:08
494,174334,6,2011-10-10 22:40:13
495,174334,6,2011-10-10 23:03:14
496,174337,1,2011-10-04 18:08:01
497,174337,3,2011-10-04 18:15:13
498,174337,5,2011-10-04 18:56:52
499,174337,6,2011-10-05 17:24:35
500,174337,4,2011-10-05 21:20:48
501,174337,6,2011-10-06 21:39:22
502,174337,4,2011-10-06 23:44:38
503,174337,6,2011-10-07 18:24:57
504,174337,4,2011-10-07 22:24:44
505,174343,3,2011-10-04 18:25:16
506,174343,5,2011-10-10 20:57:50
507,174343,6,2011-10-13 17:02:11
508,174343,4,2011-10-13 17:55:34
509,174343,6,2011-10-21 18:37:12
510,174346,1,2011-10-04 18:46:18
511,174349,3,2011-10-04 19:38:28
512,174349,5,2011-10-04 19:39:48
513,174349,5,2011-10-24 22:58:02
514,174352,1,2011-10-04 19:38:51
515,174355,1,2011-10-04 19:39:14
516,174358,3,2011-10-04 20:43:35
517,174358,5,2011-10-07 19:39:09
518,174358,6,2011-10-27 17:54:12
519,174358,4,2011-10-27 17:56:37
520,174358,6,2011-11-07 20:34:25
521,174361,1,2011-10-04 19:55:33
522,174361,3,2011-10-04 20:02:31
523,174361,3,2011-10-05 4:36:57
524,174364,1,2011-10-04 19:57:18
525,174367,3,2011-10-04 20:26:51
526,174367,5,2011-10-12 2:51:24
527,174367,5,2011-10-21 4:03:53
528,174376,1,2011-10-04 21:44:41
529,174376,1,2011-10-04 23:24:03
530,174379,3,2011-10-04 22:47:17
531,174379,5,2011-10-12 4:35:45
532,174379,5,2011-10-15 20:36:25
533,174382,3,2011-10-04 21:36:34
534,174382,5,2011-10-04 21:37:57
535,174382,6,2011-10-11 22:10:39
536,174382,4,2011-10-11 23:53:48
537,174382,6,2011-10-12 18:08:21
538,174382,4,2011-10-12 18:09:07
539,174382,4,2011-10-12 18:10:12
540,174385,3,2011-10-04 22:19:41
541,174385,5,2011-10-10 18:43:37
542,174385,6,2011-10-12 16:59:10
543,174385,6,2011-10-12 17:12:20
544,174388,3,2011-10-04 22:11:37
545,174388,5,2011-10-04 23:02:34
546,174388,6,2011-10-11 23:18:00
547,174388,6,2011-10-11 23:58:01
548,174394,3,2011-10-04 22:42:30
549,174394,5,2011-10-10 21:13:13
550,174394,6,2011-10-13 16:48:10
551,174397,3,2011-10-04 22:47:03
552,174397,5,2011-10-05 1:28:09
553,174397,6,2011-10-13 23:26:47
554,174397,4,2011-10-14 4:35:05
555,174397,6,2011-10-14 17:58:07
556,174397,4,2011-10-14 17:58:25
557,174397,6,2011-10-20 17:03:58
558,174397,6,2011-10-21 17:21:02
559,174400,1,2011-10-04 22:03:27
560,174400,3,2011-10-04 22:31:15
561,174403,1,2011-10-04 22:01:34
562,174403,3,2011-10-04 22:30:44
563,174403,5,2011-10-12 4:27:29
564,174403,6,2011-10-21 23:39:34
565,174403,6,2011-10-26 23:01:31
566,174406,3,2011-10-04 22:47:49
567,174406,5,2011-10-12 3:00:11
568,174406,5,2011-11-04 18:15:18
569,174409,3,2011-10-04 22:51:33
570,174409,5,2011-10-05 3:30:40
571,174409,6,2011-10-13 22:44:15
572,174409,4,2011-10-14 3:48:01
573,174409,6,2011-10-14 17:22:29
574,174415,3,2011-10-04 22:50:47
575,174415,5,2011-10-12 4:12:10
576,174415,6,2011-10-19 19:07:00
577,174418,1,2011-10-04 22:35:32
578,174418,3,2011-10-04 22:50:43
579,174418,5,2011-10-14 4:41:47
580,174418,6,2011-10-27 17:58:10
581,174418,4,2011-10-27 18:27:20
582,174418,6,2011-10-27 19:23:37
583,174421,3,2011-10-04 23:03:06
584,174421,3,2011-10-04 23:22:42
585,174424,1,2011-10-04 22:38:48
586,174424,3,2011-10-04 22:50:28
587,174424,5,2011-10-06 3:01:10
588,174424,6,2011-10-15 3:33:02
589,174424,4,2011-10-15 4:28:23
590,174424,6,2011-10-17 19:27:15
591,174430,3,2011-10-04 22:59:49
592,174430,5,2011-10-11 17:21:05
593,174430,6,2011-10-14 23:52:33
594,174433,3,2011-10-04 23:04:27
595,174433,3,2011-10-05 0:25:28
596,174436,1,2011-10-04 23:25:47
597,174436,3,2011-10-04 23:48:32
598,174436,5,2011-10-05 0:05:17
599,174436,6,2011-10-27 21:28:21
600,174436,4,2011-10-28 4:41:27
601,174436,4,2011-10-29 4:14:27
602,174442,1,2011-10-05 0:02:25
603,174442,1,2011-10-05 0:04:18
604,174445,3,2011-10-05 14:15:04
605,174445,3,2011-10-06 21:18:41
606,174448,3,2011-10-05 0:18:14
607,174448,5,2011-10-10 18:38:40
608,174448,6,2011-10-11 22:23:41
609,174448,4,2011-10-12 17:13:34
610,174448,6,2011-10-12 20:06:01
611,174451,1,2011-10-05 0:16:01
612,174451,3,2011-10-05 0:18:36
613,174451,3,2011-10-05 3:04:02
614,174457,3,2011-10-05 1:17:59
615,174457,3,2011-11-04 18:15:07
616,174463,3,2011-10-05 1:23:31
617,174463,5,2011-10-05 1:34:58
618,174463,6,2011-10-15 0:52:19
619,174463,4,2011-10-15 4:11:48
620,174463,6,2011-10-17 19:52:09
621,174463,4,2011-10-17 20:03:35
622,174463,6,2011-10-18 17:13:44
623,174469,1,2011-10-05 1:57:45
624,174469,3,2011-10-05 3:02:46
625,174469,5,2011-10-11 19:28:13
626,174469,6,2011-10-14 22:32:56
627,174472,1,2011-10-05 2:05:53
628,174475,3,2011-10-05 1:41:57
629,174475,3,2011-10-05 17:46:30
630,174478,1,2011-10-05 2:23:43
631,174478,3,2011-10-05 2:49:26
632,174478,5,2011-10-05 22:00:36
633,174478,6,2011-10-21 19:12:37
634,174478,4,2011-10-21 19:20:03
635,174478,4,2011-10-21 21:32:05
636,174481,1,2011-10-05 3:20:33
637,174481,3,2011-10-05 3:30:57
638,174481,3,2011-10-12 22:23:47
639,174484,1,2011-10-05 3:31:26
640,174484,3,2011-10-05 3:36:37
641,174484,3,2011-10-05 19:00:01
642,174487,3,2011-10-05 3:12:26
643,174487,5,2011-10-10 18:17:11
644,174487,6,2011-10-11 20:12:23
645,174490,1,2011-10-05 3:35:06
646,174490,3,2011-10-05 3:35:53
647,174490,3,2011-10-06 2:44:09
648,174493,3,2011-10-05 3:29:46
649,174493,5,2011-10-12 4:52:16
650,174493,5,2011-11-04 18:15:21
651,174496,3,2011-10-05 3:46:16
652,174499,1,2011-10-05 4:09:11
653,174502,3,2011-10-05 4:10:39
654,174502,5,2011-10-12 4:45:40
655,174502,6,2011-11-10 23:50:14
656,174505,3,2011-10-05 4:32:54
657,174505,5,2011-10-12 4:55:02
658,174505,6,2011-10-17 23:07:50
659,174505,6,2011-10-17 23:19:54
660,174508,3,2011-10-05 4:43:35
661,174508,5,2011-10-12 4:51:46
662,174508,6,2011-10-21 21:46:55
663,174511,3,2011-10-05 4:54:35
664,174511,5,2011-10-05 4:54:47
665,174511,6,2011-11-25 23:09:19
666,174511,6,2011-11-25 23:38:13
667,174517,3,2011-10-05 17:07:55
668,174517,5,2011-10-19 19:27:13
669,174517,5,2011-11-12 18:15:26
670,174526,1,2011-10-05 17:03:51
671,174529,3,2011-10-05 17:12:45
672,174529,5,2011-10-12 20:46:46
673,174529,6,2011-10-24 20:44:06
674,174529,6,2011-10-24 21:15:52
675,174532,1,2011-10-05 17:06:22
676,174535,3,2011-10-05 17:19:21
677,174535,5,2011-10-05 17:21:54
678,174535,6,2011-10-15 4:56:16
679,174538,3,2011-10-05 17:35:51
680,174538,5,2011-10-05 17:38:02
681,174538,6,2011-10-17 23:45:20
682,174538,6,2011-10-18 0:31:34
683,174541,1,2011-10-05 17:45:31
684,174541,3,2011-10-05 19:27:13
685,174541,5,2011-10-12 20:06:58
686,174541,5,2011-11-02 4:31:50
687,174547,1,2011-10-05 17:33:00
688,174547,3,2011-10-05 18:41:36
689,174547,5,2011-10-06 3:54:35
690,174547,5,2011-11-05 18:15:53
691,174559,1,2011-10-05 17:20:02
692,174559,3,2011-10-05 17:34:34
693,174559,5,2011-10-05 17:36:37
694,174559,6,2011-10-21 22:20:58
695,174559,4,2011-10-21 22:26:48
696,174559,6,2011-10-25 16:41:13
697,174559,6,2011-10-25 17:08:40
